ano,uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
2019,AC,OUTRAS,DOMICILIO,< 9,F,8
2019,AC,OUTRAS,DOMICILIO,< 9,M,16
2019,AC,OUTRAS,HOSPITAL,< 9,F,46
2019,AC,OUTRAS,HOSPITAL,< 9,M,70
2019,AC,OUTRAS,IGNORADO,< 9,M,1
2019,AC,OUTRAS,OUTRO,< 9,F,2
2019,AC,OUTRAS,OUTRO,< 9,M,8
2019,AC,OUTRAS,VIA_PUBLICA,< 9,M,1
2019,AC,INDETERMINADA,DOMICILIO,< 9,F,1
2019,AC,INDETERMINADA,DOMICILIO,< 9,M,1
2019,AC,INDETERMINADA,VIA_PUBLICA,< 9,M,1
2019,AC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,< 9,F,2
2019,AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,< 9,F,11
2019,AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,< 9,I,1
2019,AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,< 9,M,8
2019,AC,PNEUMONIA,DOMICILIO,< 9,F,1
2019,AC,PNEUMONIA,DOMICILIO,< 9,M,2
2019,AC,PNEUMONIA,HOSPITAL,< 9,F,27
2019,AC,PNEUMONIA,HOSPITAL,< 9,M,43
2019,AC,PNEUMONIA,IGNORADO,< 9,M,1
2019,AC,PNEUMONIA,OUTRO,< 9,F,1
2019,AC,PNEUMONIA,OUTRO,< 9,M,2
2019,AC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,< 9,M,1
2019,AC,SEPTICEMIA,HOSPITAL,< 9,F,44
2019,AC,SEPTICEMIA,HOSPITAL,< 9,M,51
2019,AC,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,< 9,F,1
2019,AC,SRAG,HOSPITAL,< 9,F,2
2019,AL,OUTRAS,DOMICILIO,< 9,F,10
2019,AL,OUTRAS,DOMICILIO,< 9,M,18
2019,AL,OUTRAS,HOSPITAL,< 9,F,234
2019,AL,OUTRAS,HOSPITAL,< 9,I,2
2019,AL,OUTRAS,HOSPITAL,< 9,M,267
2019,AL,OUTRAS,IGNORADO,< 9,M,2
2019,AL,OUTRAS,OUTRO,< 9,F,1
2019,AL,OUTRAS,OUTRO,< 9,M,1
2019,AL,OUTRAS,OUTROS_SERVICOS_SAUDE,< 9,F,6
2019,AL,OUTRAS,OUTROS_SERVICOS_SAUDE,< 9,M,3
2019,AL,OUTRAS,VIA_PUBLICA,< 9,F,3
2019,AL,OUTRAS,VIA_PUBLICA,< 9,M,1
2019,AL,INDETERMINADA,HOSPITAL,< 9,F,1
2019,AL,INDETERMINADA,HOSPITAL,< 9,M,1
2019,AL,INDETERMINADA,OUTROS_SERVICOS_SAUDE,< 9,F,1
2019,AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,< 9,F,30
2019,AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,< 9,M,32
2019,AL,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,< 9,F,5
2019,AL,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,< 9,M,2
2019,AL,PNEUMONIA,DOMICILIO,< 9,F,1
2019,AL,PNEUMONIA,HOSPITAL,< 9,F,36
2019,AL,PNEUMONIA,HOSPITAL,< 9,M,59
2019,AL,PNEUMONIA,OUTROS_SERVICOS_SAUDE,< 9,F,1
