ano,uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
2021,AC,OUTRAS,DOMICILIO,< 9,F,11
2021,AC,OUTRAS,DOMICILIO,< 9,M,21
2021,AC,OUTRAS,HOSPITAL,< 9,F,63
2021,AC,OUTRAS,HOSPITAL,< 9,I,4
2021,AC,OUTRAS,HOSPITAL,< 9,M,58
2021,AC,OUTRAS,OUTRO,< 9,F,5
2021,AC,OUTRAS,OUTRO,< 9,M,8
2021,AC,OUTRAS,OUTROS_SERVICOS_SAUDE,< 9,F,1
2021,AC,OUTRAS,OUTROS_SERVICOS_SAUDE,< 9,M,5
2021,AC,OUTRAS,VIA_PUBLICA,< 9,M,2
2021,AC,COVID,HOSPITAL,< 9,F,4
2021,AC,COVID,HOSPITAL,< 9,M,5
2021,AC,COVID,OUTROS_SERVICOS_SAUDE,< 9,M,1
2021,AC,INDETERMINADA,HOSPITAL,< 9,F,1
2021,AC,INDETERMINADA,VIA_PUBLICA,< 9,M,1
2021,AC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,< 9,F,1
2021,AC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,< 9,M,3
2021,AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,< 9,F,10
2021,AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,< 9,M,22
2021,AC,INSUFICIENCIA_RESPIRATORIA,OUTRO,< 9,F,1
2021,AC,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,< 9,F,1
2021,AC,PNEUMONIA,DOMICILIO,< 9,F,1
2021,AC,PNEUMONIA,DOMICILIO,< 9,M,1
2021,AC,PNEUMONIA,HOSPITAL,< 9,F,16
2021,AC,PNEUMONIA,HOSPITAL,< 9,M,16
2021,AC,PNEUMONIA,OUTRO,< 9,F,1
2021,AC,PNEUMONIA,OUTRO,< 9,M,2
2021,AC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,< 9,M,2
2021,AC,SEPTICEMIA,HOSPITAL,< 9,F,37
2021,AC,SEPTICEMIA,HOSPITAL,< 9,M,67
2021,AC,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,< 9,F,3
2021,AC,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,< 9,M,8
2021,AC,SRAG,HOSPITAL,< 9,F,1
2021,AL,OUTRAS,DOMICILIO,< 9,F,15
2021,AL,OUTRAS,DOMICILIO,< 9,M,25
2021,AL,OUTRAS,HOSPITAL,< 9,F,265
2021,AL,OUTRAS,HOSPITAL,< 9,I,5
2021,AL,OUTRAS,HOSPITAL,< 9,M,271
2021,AL,OUTRAS,OUTRO,< 9,F,2
2021,AL,OUTRAS,OUTRO,< 9,M,1
2021,AL,OUTRAS,OUTROS_SERVICOS_SAUDE,< 9,F,7
2021,AL,OUTRAS,OUTROS_SERVICOS_SAUDE,< 9,M,5
2021,AL,OUTRAS,VIA_PUBLICA,< 9,F,2
2021,AL,OUTRAS,VIA_PUBLICA,< 9,M,1
2021,AL,COVID,HOSPITAL,< 9,F,15
2021,AL,COVID,HOSPITAL,< 9,M,10
2021,AL,COVID,OUTROS_SERVICOS_SAUDE,< 9,M,1
2021,AL,INDETERMINADA,DOMICILIO,< 9,F,1
2021,AL,INDETERMINADA,HOSPITAL,< 9,F,2
2021,AL,INDETERMINADA,HOSPITAL,< 9,M,2
2021,AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,< 9,F,2
2021,AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,< 9,M,4
2021,AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,< 9,F,27
2021,AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,< 9,M,28
2021,AL,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,< 9,F,4
2021,AL,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,< 9,M,1
2021,AL,PNEUMONIA,DOMICILIO,< 9,M,3
2021,AL,PNEUMONIA,HOSPITAL,< 9,F,19
2021,AL,PNEUMONIA,HOSPITAL,< 9,M,19
2021,AL,PNEUMONIA,OUTROS_SERVICOS_SAUDE,< 9,M,1
2021,AL,SEPTICEMIA,DOMICILIO,< 9,F,1
2021,AL,SEPTICEMIA,HOSPITAL,< 9,F,83
2021,AL,SEPTICEMIA,HOSPITAL,< 9,M,106
2021,AL,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,< 9,F,2
2021,AL,SEPTICEMIA,VIA_PUBLICA,< 9,F,1
2021,AL,SRAG,HOSPITAL,< 9,F,2
2021,AL,SRAG,HOSPITAL,< 9,M,6
2021,AM,OUTRAS,DOMICILIO,< 9,F,43
2021,AM,OUTRAS,DOMICILIO,< 9,M,41
2021,AM,OUTRAS,HOSPITAL,< 9,F,304
2021,AM,OUTRAS,HOSPITAL,< 9,I,9
2021,AM,OUTRAS,HOSPITAL,< 9,M,426
2021,AM,OUTRAS,IGNORADO,< 9,F,2
2021,AM,OUTRAS,IGNORADO,< 9,M,4
2021,AM,OUTRAS,OUTRO,< 9,F,32
2021,AM,OUTRAS,OUTRO,< 9,M,55
2021,AM,OUTRAS,OUTROS_SERVICOS_SAUDE,< 9,F,1
2021,AM,OUTRAS,OUTROS_SERVICOS_SAUDE,< 9,M,1
2021,AM,OUTRAS,VIA_PUBLICA,< 9,F,1
2021,AM,OUTRAS,VIA_PUBLICA,< 9,M,1
2021,AM,COVID,DOMICILIO,< 9,F,1
